"id","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"3158","PARACETAMOL","200MG/ML|oral|solucao",3.54,597.34,8,"TYFLEN|PARACETAMOL|TYLIDOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARAMOL|PARAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|RESFENOL THERMUS|DORFEN|TYLAFLEX|PARACETAMOL|FURP - PARACETAMOL|PARACETAMOL|PARACETAMOL|TYLENOL|CYFENOL|PARACETAMOL|PARACETAMOL|TYLEMAX|TYLEMAX|TYLEMAX|PARACETAMOL|CIMEGRIPE DOR E FEBRE|ABIDOR|TYLALGIN|PARACETAMOL|PARACETAMOL|PARALGEN|PARACETAMOL|PARACETAMOL","4.95|6.18|3.55|4.15|5.82|5.74|4.48|4.48|4.42|6.12|6.12|5.34|6.4|11.72|117.5|5.53|87.79|222.1|148.06|14.2|8.46|6.27|7.25|7.67|379.58|413.63|5.82|5.82|5.34|3.54|5.95|6.94|9.66|5.63|9.53","7.14|8.92|5.13|6|8.41|8.29|6.47|6.47|6.38|8.85|8.85|7.71|9.24|16.93|169.68|7.98|126.77|320.74|213.82|20.5|12.22|9.05|10.47|11.08|548.16|597.34|8.41|8.41|7.71|5.12|8.59|10.02|13.95|8.14|13.76","6|8|5|5|7|7|6|6|6|8|8|7|8|15|149|7|111|282|188|18|11|8|9|10|481|524|7|7|7|4|8|9|12|7|12"
"3159","PARACETAMOL","32MG/ML|oral|solucao",7.78,21.74,18,"PARACETAMOL|TYLENOL|TYLEMAX","7.78|15.05|14.25","11.23|21.74|20.58","10|19|18"
"3160","PARACETAMOL","500MG|30MG|oral|comprimido",13.18,152.32,29,"PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA","23.21|13.18|105.47","33.52|19.03|152.32","29|17|134"
"3161","PARACETAMOL","500MG|5G|oral|po",8.29,132.6,116,"VICK PYRENA|VICK PYRENA|VICK PYRENA|VICK PYRENA","8.29|91.82|91.82|91.82","11.98|132.6|132.6|132.6","11|116|116|116"
"3162","PARACETAMOL","500MG|65MG|oral|comprimido",10.84,15.65,14,"ELCODRIX DC","10.84","15.65","14"
"3163","PARACETAMOL","500MG|oral|comprimido",6.11,268,82,"TYFLEN|TYFLEN|SONRIDOR|PARACETAMOL|TYLAFLEX|TYLENOL|TYLENOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL","6.11|42.64|28.33|76.96|185.58|12.15|88.94|130.75|92.37|8.62|51.78|138.37","8.82|61.58|40.91|111.13|268|17.55|128.44|188.82|133.39|12.44|74.77|199.83","8|54|36|98|235|15|113|166|117|11|66|175"
"3164","PARACETAMOL","750MG|oral|comprimido",5.11,297.13,24,"TYFLEN|TYFLEN|PARACETAMOL|PARACETAMOL|TYLIDOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARAMOL|PARAMOL|PARAMOL|PARAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|CEFALIUM ONE|PARACETAMOL|PARACETAMOL|DORFEN|TYLAFLEX|PARACETAMOL|PARACETAMOL|TYLENOL|TYLENOL|TYLENOL|TYLENOL|CYFENOL|CYFENOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|CIMEGRIPE DOR E FEBRE|TYLALGIN|TYLALGIN|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARALGEN|PARACETAMOL","55.55|5.39|12.54|115.13|53.54|5.11|10.46|135.96|7.54|75.32|7.69|127.11|48.12|11.28|48.12|10.92|105.19|10.66|9.27|93.03|176.01|101.25|6.14|61.89|205.75|19.05|102.87|10.01|16.24|140.71|8.79|10.46|113.31|8.71|66.6|109.71|7.35|12.46|11.66|97.29|31.07|6.76|66.02|6.61|97.5|9.74|78.64|16.78|16.53","80.23|7.79|18.1|166.27|77.31|7.38|15.11|196.35|10.88|108.77|11.1|183.56|69.5|16.29|69.5|15.77|151.9|15.4|13.38|134.34|254.18|146.22|8.87|89.38|297.13|27.52|148.56|14.45|23.45|203.21|12.7|15.11|163.64|12.58|96.18|158.44|10.61|18|16.84|140.5|44.87|9.76|95.34|9.54|140.8|14.07|113.57|24.23|23.87","70|7|16|146|68|6|13|172|10|95|10|161|61|14|61|14|133|14|12|118|223|128|8|78|261|24|130|13|21|178|11|13|144|11|84|139|9|16|15|123|39|9|84|8|124|12|100|21|21"
"3165","PARACETAMOL;CAFEÍNA","500MG|65MG|oral|comprimido",11.58,126.68,19,"PARACETAMOL + CAFEÍNA|TYLENOL DC|TYLENOL DC","11.58|15.14|87.72","16.72|21.87|126.68","15|19|111"
"3166","PARACETAMOL;CAFEÍNA ANIDRA","500MG|65MG|oral|comprimido",11.88,93.51,30,"SONRIDOR CAF|SONRIDOR CAF|PARACETAMOL + CAFEÍNA|PARACETAMOL+CAFEÍNA","32.79|64.75|11.88|14.19","47.35|93.51|17.16|20.49","42|82|15|18"
"3167","PARACETAMOL;CAFEÍNA ANIDRA","65MG|oral|comprimido",12.06,114.37,57.5,"TYLALGIN CAF|TYLALGIN CAF","79.2|12.06","114.37|17.42","100|15"
"3168","PARACETAMOL;CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO","250MG|250MG|65MG|oral|comprimido",17.83,158.92,31,"DORIL ENXAQUECA|DORIL ENXAQUECA|MIGRAINEX","17.83|110.04|24.18","25.75|158.92|34.92","23|139|31"
"3169","PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA","35MG|450MG|50MG|oral|comprimido",8.38,12.11,11,"BENOFLEX P","8.38","12.11","11"
"3170","PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA","450MG|50MG|35MG|oral|comprimido",4.16,50.07,24.5,"DORILAX DT|DORILAX DT","4.16|34.67","6.01|50.07","5|44"
"3171","PARACETAMOL;CAFEÍNA;DICLOFENACO DE SÓDIO;CARISOPRODOL","125MG|50MG|300MG|30MG|oral|comprimido",23.35,33.72,30,"TANDERALGIN","23.35","33.72","30"
"3172","PARACETAMOL;CLORIDRATO DE FENILEFRINA","400MG|400MG|20MG|oral|comprimido",6.98,10.08,9,"CIMEGRIPE DIA","6.98","10.08","9"
"3173","PARACETAMOL;CLORIDRATO DE FENILEFRINA","400MG|oral|comprimido",24.03,210.26,107.5,"NALDECON DIA|NALDECON DIA","24.03|145.6","34.7|210.26","30|185"
"3174","PARACETAMOL;CLORIDRATO DE FENILEFRINA","800MG|20MG|oral|comprimido",8.18,196.74,27,"NEOLEFRIN DIA|FLUVIRAL DIA|FLUVIRAL DIA|BENEGRIP MULTI DIA|BENEGRIP MULTI DIA","8.18|92.29|12.83|136.23|21.39","11.81|133.28|18.53|196.74|30.89","10|117|16|173|27"
"3175","PARACETAMOL;CLORIDRATO DE PSEUDOEFEDRINA","500MG|30MG|oral|comprimido",6.73,22.5,11,"PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA|PARACETAMOL + CLORIDRATO DE PSEUDOEFEDRINA|TYLENOL SINUS|TYLENOL SINUS","6.73|6.73|10.39|15.58","9.72|9.72|15.01|22.5","9|9|13|20"
"3176","PARACETAMOL;FOSFATO DE CODEÍNA","30MG|oral|comprimido",15.12,42.69,28,"AGUD|AGUD","15.12|29.56","21.83|42.69","19|37"
"3177","PARACETAMOL;FOSFATO DE CODEÍNA","500MG|30MG|oral|comprimido",11.7,177.12,33,"PACO|PACO|PACO|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL+FOSFATO DE CODEINA|PARACETAMOL+FOSFATO DE CODEINA|PARACETAMOL+FOSFATO DE CODEINA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|CODEX|CODEX|CODEX|TYLEX|TYLEX|TYLEX|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|ALGICOD|ALGICOD|ALGICOD","14.38|26.12|34.2|11.73|23.25|34.74|25.71|34.73|13.18|11.7|34.74|16.04|25.44|122.65|20.29|39.58|53.44|25.73|34.74|13.18|25.73|38.58|14.38|26.12|34.2","20.77|37.73|49.38|16.94|33.58|50.17|37.13|50.16|19.03|16.89|50.17|23.17|36.73|177.12|29.31|57.16|77.17|37.16|50.17|19.03|37.16|55.71|20.77|37.73|49.38","18|33|43|15|29|44|33|44|17|15|44|20|32|155|26|50|68|33|44|17|33|49|18|33|43"
"3178","PARACETAMOL;FOSFATO DE CODEÍNA","500MG|7.5MG|oral|comprimido",14.72,21.26,19,"TYLEX","14.72","21.26","19"
"3179","PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA","13.3MG/ML|0.33MG/ML|0.13MG/ML|oral|solucao",19.79,28.57,25,"BENEGRIP MULTI","19.79","28.57","25"
"3180","PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA","400MG|20MG|400MG|4MG|oral|comprimido",8.18,420.56,73.5,"NEOLEFRIN|NEOLEFRIN|NALDECON|NALDECON|FLUVIRAL NOITE|FLUVIRAL NOITE|BENEGRIP MULTI NOITE|BENEGRIP MULTI NOITE","280.68|8.18|24.03|291.22|12.83|92.29|21.39|136.23","405.33|11.81|34.7|420.56|18.53|133.28|30.89|196.74","356|10|30|369|16|117|27|173"
"3181","PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA","400MG|400MG|20MG|400MG|4MG|oral|comprimido",24.03,306.23,108,"NALDECON PACK|NALDECON PACK|NALDECON PACK","24.03|212.05|84.82","34.7|306.23|122.49","30|269|108"
"3182","PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA","40MG/ML|1MG/ML|0.4MG/ML|oral|solucao",7.98,11.53,10,"NASALIV","7.98","11.53","10"
"3183","PARECOXIBE SÓDICO","40MG|injetavel|solucao",452.29,565.36,527,"BEXTRA IM/IV","452.29","565.36","527"
"3184","PARICALCITOL","5MCG/ML|injetavel|solucao",214.38,337.48,282.5,"PARICALCITOL|ZEMPLAR","269.98|214.38","337.48|267.98","315|250"
"3185","PASSIFLORA INCARNATA","150MG/ML|oral|solucao",39.17,56.57,50,"SINTOCALMY","39.17","56.57","50"
"3186","PASSIFLORA INCARNATA","300MG|oral|comprimido",21.31,54.88,37.5,"SINTOCALMY|SINTOCALMY","21.31|38","30.78|54.88","27|48"
"3187","PASSIFLORA INCARNATA","30MG/ML|oral|solucao",11.87,56.57,32.5,"SINTOCALMY|SINTOCALMY","11.87|39.17","17.14|56.57","15|50"
"3188","PASSIFLORA INCARNATA","315MG|oral|comprimido",32.56,47.02,41,"PAZINE","32.56","47.02","41"
"3189","PASSIFLORA INCARNATA","320MG|oral|comprimido",25.61,36.98,32,"MARACUJÁ HERBARIUM","25.61","36.98","32"
"3190","PASSIFLORA INCARNATA","500MG|oral|comprimido",26.29,86.9,41,"PASALIX PI|PASALIX PI|PASALIX PI","26.29|32.08|60.18","37.96|46.33|86.9","33|41|76"
"3191","PASSIFLORA INCARNATA","600MG|oral|comprimido",35.03,50.58,44,"SINTOCALMY","35.03","50.58","44"
"3192","PASSIFLORA INCARNATA","ERRO|oral|comprimido",7,10.11,9,"PASSIFLORA KLEIN","7","10.11","9"
"3193","PASSIFLORA INCARNATA L.","300MG|oral|comprimido",21.05,30.4,27,"CALMASYN","21.05","30.4","27"
"3194","PASSIFLORA INCARNATA L.","37.84MG/ML|oral|solucao",24.49,35.37,31,"CALMASYN","24.49","35.37","31"
"3195","PASSIFLORA INCARNATA L.","900MG|oral|comprimido",31.96,46.15,41,"CALMASYN","31.96","46.15","41"
"3196","PEGASPARGASE","750U/ML|injetavel|solucao",5511.44,7959.17,6986,"ONCASPAR","5511.44","7959.17","6986"
"3197","PEGFILGRASTIM","10MG/ML|injetavel|solucao",4575.25,5719.06,5334,"NEULASTIM|NEULASTIM","4575.25|4575.25","5719.06|5719.06","5334|5334"
"3198","PEGVISOMANTO","10MG|injetavel|po",7264.73,9080.91,8470,"SOMAVERT","7264.73","9080.91","8470"
"3199","PEGVISOMANTO","15MG|injetavel|po",10897.09,13621.36,12705,"SOMAVERT","10897.09","13621.36","12705"
"3200","PELARGONIUM SIDOIDES DC.","307.39MG/ML|oral|solucao",55.56,80.24,70,"IMUNOFLAN","55.56","80.24","70"
"3201","PELARGONIUM SIDOIDES DC.","825MG/ML|oral|solucao",38.34,86.41,62.5,"UMCKAN|UMCKAN","38.34|59.84","55.37|86.41","49|76"
"3202","PEMBROLIZUMABE","100MG/ 4 ML|injetavel|solucao",11888.21,17167.98,15070,"KEYTRUDA","11888.21","17167.98","15070"
"3203","PEMETREXEDE DISSÓDICO","100MG|injetavel|po",924.07,1777.33,1367.5,"PEMEGLENN|PEMETREXEDE","1421.86|924.07","1777.33|1155.09","1658|1077"
"3204","PEMETREXEDE DISSÓDICO","100MG|injetavel|solucao",1377.95,1808.96,1658,"ATRED|EROXYM|ALIMTA","1421.76|1377.95|1447.17","1777.2|1722.44|1808.96","1658|1607|1687"
"3205","PEMETREXEDE DISSÓDICO","500MG|injetavel|po",4621.06,8886.66,6838.5,"PEMEGLENN|PEMETREXEDE","7109.33|4621.06","8886.66|5776.33","8289|5388"
"3206","PEMETREXEDE DISSÓDICO","500MG|injetavel|solucao",6832.9,9044.9,8288,"ATRED|EROXYM|ALIMTA","7108.87|6832.9|7235.92","8886.09|8541.13|9044.9","8288|7967|8437"
"3207","PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","100MG|injetavel|po",1387.99,1734.99,1618,"PEMTRYX","1387.99","1734.99","1618"
"3208","PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","100MG|injetavel|solucao",940.67,1175.84,1097,"PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","940.67","1175.84","1097"
"3209","PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","100MG|oral|po",753.01,941.26,878,"MESOTEM","753.01","941.26","878"
"3210","PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","500MG|injetavel|po",6940.11,8675.14,8092,"PEMTRYX","6940.11","8675.14","8092"
"3211","PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","500MG|injetavel|solucao",4703.36,5879.2,5484,"PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","4703.36","5879.2","5484"
"3212","PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO","500MG|oral|po",6849.78,8562.23,7986,"MESOTEM","6849.78","8562.23","7986"
"3213","PEMETREXEDE DISSÓDICO HEPTAIDRATADO","100MG|injetavel|solucao",1350.58,1688.23,1575,"PLEXEDEN","1350.58","1688.23","1575"
"3214","PEMETREXEDE DISSÓDICO HEPTAIDRATADO","500MG|injetavel|solucao",6742.5,8428.13,7861,"PLEXEDEN","6742.5","8428.13","7861"
"3215","PENCICLOVIR","10MG/G|5G|oral|pomada-creme-gel",20.46,29.55,26,"PENVIR LÁBIA","20.46","29.55","26"
"3216","PENICILAMINA","250MG|oral|comprimido",283.53,283.53,284,"CUPRIMINE","283.53","283.53","284"
"3217","PENICILINA G BENZATINA","1200000UI|injetavel|solucao",10.02,12.53,12,"BEPEBEN","10.02","12.53","12"
"3218","PENTOXIFILINA","20MG/ ML|injetavel|solucao",93.87,117.34,109,"VASCER","93.87","117.34","109"
"3219","PENTOXIFILINA","400MG|oral|comprimido",27.24,51.1,42,"PENTOXIFILINA|PENTOXIFILINA|VASCER|PENTOXIFILINA|PENTOXIFILINA","30.27|40.88|36.6|27.24|35.72","37.84|51.1|45.75|34.05|44.65","35|48|43|32|42"
"3220","PERAMPANEL","2MG|oral|comprimido",153.74,222.02,195,"FYCOMPA","153.74","222.02","195"
"3221","PERAMPANEL","4MG|oral|comprimido",307.48,444.04,390,"FYCOMPA","307.48","444.04","390"
"3222","PERAMPANEL","6MG|oral|comprimido",331.62,478.91,420,"FYCOMPA","331.62","478.91","420"
"3223","PERAMPANEL","8MG|oral|comprimido",385.77,557.09,489,"FYCOMPA","385.77","557.09","489"
"3224","PERICIAZINA","10MG/ML|oral|solucao",7.08,8.85,8,"NEULEPTIL","7.08","8.85","8"
"3225","PERICIAZINA","10MG|oral|comprimido",6.89,8.61,8,"NEULEPTIL","6.89","8.61","8"
"3226","PERICIAZINA","40MG/ML|oral|solucao",13.73,17.16,16,"NEULEPTIL","13.73","17.16","16"
"3227","PERINDOPRIL","10MG|oral|comprimido",25.03,125.18,58,"ACERTIL|ACERTIL|ACERTIL","25.03|50.08|100.14","31.29|62.6|125.18","29|58|117"
"3228","PERINDOPRIL","4MG|oral|comprimido",61.93,77.41,72,"COVERSYL","61.93","77.41","72"
"3229","PERINDOPRIL","5MG|oral|comprimido",37.54,37.54,38,"ACERTIL","37.54","37.54","38"
"3230","PERINDOPRIL","8MG|oral|comprimido",75.12,93.9,88,"COVERSYL","75.12","93.9","88"
"3231","PERINDOPRIL ARGININA;BESILATO DE ANLODIPINO","14MG|10MG|oral|comprimido",32.49,96.96,63,"ACERTANLO|ACERTANLO","32.49|67.14","46.92|96.96","41|85"
"3232","PERINDOPRIL ARGININA;BESILATO DE ANLODIPINO","3.5MG|2.5MG|oral|comprimido",9.51,41.2,24,"ACERTANLO|ACERTANLO","9.51|28.53","13.73|41.2","12|36"
"3233","PERINDOPRIL ARGININA;BESILATO DE ANLODIPINO","7MG|5MG|oral|comprimido",12.93,56.01,32.5,"ACERTANLO|ACERTANLO","12.93|38.79","18.67|56.01","16|49"
"3234","PERINDOPRIL ARGININA;INDAPAMIDA","5MG|1.25MG|oral|comprimido",64.93,81.16,76,"ACERTALIX","64.93","81.16","76"
"3235","PERINDOPRIL;INDAPAMIDA","4MG|1.25MG|oral|comprimido",64.96,81.2,76,"COVERSYL PLUS","64.96","81.2","76"
"3236","PERMETRINA","0.01G/ML|oral|comprimido",10.61,17.02,14,"PIOSAN|PERMETRINA","11.79|10.61","17.02|15.32","15|13"
"3237","PERMETRINA","10MG/G|oral|comprimido",11.29,817.46,24,"PERMETRINA|PERMETRINA|KWELL","11.29|566.06|18.9","16.31|817.46|27.3","14|718|24"
"3238","PERMETRINA","10MG/ML|oral|comprimido",8.52,704.9,16,"PIOLETAL|PIOLIXINA|PIOLIXINA|PEDILETAN|PERMENATI|PERMENATI","15.68|8.52|390.46|8.69|9.73|488.12","22.64|12.3|563.86|12.55|14.05|704.9","20|11|495|11|12|619"
"3239","PERMETRINA","50MG/ML|oral|comprimido",16.22,1122.07,25,"PIOLETAL|KELTRINA|PIOLIXINA|PIOLIXINA","19.75|19.83|16.22|776.99","28.52|28.64|23.43|1122.07","25|25|21|985"
"3240","PERMETRINA","50MG/ML|oral|pomada-creme-gel",20.61,1488.71,666.5,"PERMENATI|PERMENATI","20.61|1030.87","29.76|1488.71","26|1307"
"3241","PERÓXIDO DE BENZOÍLA;CLINDAMICINA","10MG/G|50MG/G|30G|oral|pomada-creme-gel",32.37,46.74,41,"CLINDOXYL","32.37","46.74","41"
"3242","PERÓXIDO DE BENZOÍLA;ENXOFRE","25G|topico|pomada-creme-gel",22.15,31.99,28,"ACNASE","22.15","31.99","28"
"3243","PEROXIDO DE BENZOILA;PERÓXIDO DE BENZOÍLA;CLINDAMICINA","10MG/G|50MG/G|45G|oral|pomada-creme-gel",46.35,66.93,59,"CLINDOXYL","46.35","66.93","59"
"3244","PERÓXIDO DE URÉIA","ERRO|oral|solucao",10.44,15.07,13,"ACERATUM","10.44","15.07","13"
"3245","PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.","100MG|200MG|oral|comprimido",165.28,322.22,246.5,"PIASCLEDINE|PIASCLEDINE","165.28|223.12","238.68|322.22","210|283"
"3246","PERTACTINA;TOXÓIDE DIFTÉRICO;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS","ERRO|injetavel|solucao",96.36,96.36,96,"ADACEL","96.36","96.36","96"
"3247","PERTACTINA;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS","ERRO|injetavel|solucao",71.66,71.66,72,"ADACEL POLIO","71.66","71.66","72"
"3248","PERTACTINA;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE PERTUSSIS;TOXÓIDE TETÂNICO","ERRO|injetavel|solucao",104.99,104.99,105,"PEDIACEL","104.99","104.99","105"
"3249","PERTUZUMABE","420MG|oral|solucao",9995.54,12494.43,11654,"PERJETA","9995.54","12494.43","11654"
"3250","PEUMUS BOLDUS","14MG/ML|oral|solucao",30.92,44.65,39,"EPAPHYTO","30.92","44.65","39"
"3251","PEUMUS BOLDUS","ERRO|oral|comprimido",5.88,8.5,7,"BOLDO KLEIN","5.88","8.5","7"
"3252","PEUMUS BOLDUS","ERRO|oral|solucao",26.36,214.03,33,"HEPATILON|HEPATILON|HEPATILON","148.21|26.36|26.36","214.03|38.06|38.06","188|33|33"
"3253","PIBRENTASVIR;GLECAPREVIR HIDRATADO","100MG|40MG|oral|comprimido",36533.57,52758.8,46310,"MAVIRET","36533.57","52758.8","46310"
"3254","PICOSSULFATO DE SÓDIO","0.005G|0.02G|0.015G|0.015G|oral|comprimido",17.31,25,22,"COMPLEXO SENNA ALMEIDA PRADO Nº 46","17.31","25","22"
"3255","PICOSSULFATO DE SÓDIO","10MG|3.5G|12G|oral|solucao",22.64,32.7,29,"PICOPREP","22.64","32.7","29"
"3256","PICOSSULFATO DE SÓDIO","7.5MG/ML|oral|solucao",7.62,11,10,"RAPILAX","7.62","11","10"
"3257","PICOSSULFATO DE SÓDIO MONOIDRATADO","7.5MG/ML|oral|solucao",14.76,21.31,19,"GUTTALAX","14.76","21.31","19"
"3258","PIDOLATO DE PIRIDOXINA","500MG|oral|comprimido",32.71,47.23,41,"METADOXIL","32.71","47.23","41"
"3259","PIMECROLIMO","10MG|15G|topico|pomada-creme-gel",121.29,151.61,141,"ELIDEL","121.29","151.61","141"
"3260","PINUS PINASTER AITON","50MG|oral|comprimido",36.55,101.19,67.5,"FLEBON|FLEBON","36.55|70.07","52.79|101.19","46|89"
"3261","PIPER METHYSTICUM","75MG|oral|comprimido",28.39,41,36,"KAVA KAVA HERBARIUM","28.39","41","36"
"3262","PIPERACILINA SÓDICA","2G|0.25G|injetavel|solucao",591.29,739.11,689,"PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO","591.29","739.11","689"
"3263","PIPERACILINA SÓDICA","2G|250MG|injetavel|solucao",494.17,617.71,576,"PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO","494.17","617.71","576"
"3264","PIPERACILINA SÓDICA","4G|0.5G|injetavel|solucao",947.04,1183.8,1104,"PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO","947.04","1183.8","1104"
"3265","PIRACETAM","400MG|oral|comprimido",25.49,31.86,30,"NOOTRON","25.49","31.86","30"
"3266","PIRACETAM","60MG/ML|oral|solucao",9.62,12.03,11,"NOOTRON","9.62","12.03","11"
"3267","PIRACETAM","800MG|oral|comprimido",22.75,28.44,27,"NOOTROPIL","22.75","28.44","27"
"3268","PIRAZINAMIDA","500MG|oral|comprimido",65.22,81.53,76,"LFM - PIRAZINAMIDA","65.22","81.53","76"
"3269","PIRFENIDONA","267MG|oral|comprimido",9247.09,11558.86,10781,"ESBRIET|EGURINEL","9247.09|9247.09","11558.86|11558.86","10781|10781"
"3270","PIRIMETAMINA","25MG|oral|comprimido",1.96,2.45,2,"DARAPRIM","1.96","2.45","2"
"3271","PIROXICAM","191.2MG|oral|comprimido",23.25,33.58,29,"BREXIN","23.25","33.58","29"
"3272","PIROXICAM","20MG/ML|injetavel|solucao",21.12,26.4,25,"FELDENE","21.12","26.4","25"
"3273","PIROXICAM","20MG|oral|comprimido",5.65,317,20,"PIROXICAM|PIROXICAM|PIRFEL|PIROXICAM|PIROXICAM|FELDENE|FELDENE|FELDENE|FELDENE|FELDENE|FELDENE|FARMOXICAM|PIROXICAM|PIROXICAM|FELDANAX|FELDANAX|PIROXICAM|PIROXICAM|FLOXICAM","11.13|17.12|16.91|10.69|15.09|22.36|34.38|47.66|24.31|25.07|19.08|8.47|8.47|5.65|8.47|253.6|16.97|10.82|16.61","13.91|21.4|21.14|13.36|18.86|27.95|42.98|59.58|30.39|31.34|23.85|10.59|10.59|7.06|10.59|317|21.21|13.53|20.76","13|20|20|12|18|26|40|56|28|29|22|10|10|7|10|296|20|13|19"
"3274","PIROXICAM BETACICLODEXTRINA","20MG|oral|comprimido",23.55,57.86,40.5,"CICLADOL|CICLADOL","23.55|46.29","29.44|57.86","27|54"
"3275","PITAVASTATINA CÁLCICA","2MG|oral|comprimido",23.96,103.86,75,"EBATZ|PITAVASTATINA CALCICA|LESTER|LESTER|LIVALO|LIVALO|PIVAST|PIVAST","71.92|46.73|23.96|71.92|35.96|71.92|23.97|71.92","103.86|67.49|34.61|103.86|51.94|103.86|34.62|103.86","91|59|30|91|46|91|30|91"
"3276","PITAVASTATINA CÁLCICA","4MG|oral|comprimido",130.4,188.34,165,"EBATZ|LIVALO","130.4|130.42","188.32|188.34","165|165"
"3277","PLANTAGO OVATA FORSSK.","0.492G/G|210G|oral|solucao",48.95,70.68,62,"METAMUCIL","48.95","70.68","62"
"3278","PLANTAGO OVATA FORSSK.","0.562G/G|174G|oral|solucao",48.95,70.68,62,"METAMUCIL","48.95","70.68","62"
"3279","PLANTAGO OVATA FORSSK.","0.562G/G|5.85G|oral|solucao",25.37,36.63,32,"METAMUCIL","25.37","36.63","32"
"3280","PLANTAGO OVATA FORSSK.","3.5G|5G|oral|po",30.32,115.63,69.5,"PLANTABEN|PLANTABEN","30.32|80.07","43.79|115.63","38|101"
"3281","PLANTAGO OVATA FORSSK.;SENNA ALEXANDRINA MILL.","520MG/G|22MG/G|99.45MG/G|250G|oral|granulado",124.32,179.53,158,"AGIOLAX","124.32","179.53","158"
"3282","PLANTAGO OVATA PHIL.","3.5G|5G|oral|po",22.7,87.45,52.5,"FIBIRAX   PLANT|FIBIRAX   PLANT|FIBREMS|FIBREMS|PLANTARE|PLANTARE","22.85|59.75|23.17|60.55|22.7|59.75","33|86.29|33.46|87.45|32.78|86.29","29|76|29|77|29|76"
"3283","PLERIXAFOR","20MG/ML|injetavel|solucao",14763.79,18454.74,17213,"MOZOBIL","14763.79","18454.74","17213"
