"","substancia","resumoApresentacao","minino","maximo","mediano","marcas","valoresMin","valoresMax","valoresMed"
"3044","OXALATO DE ESCITALOPRAM","20MG/ML|oral|comprimido",107.55,134.44,125,"RECONTER","107.55","134.44","125"
"3045","OXALATO DE ESCITALOPRAM","20MG/ML|oral|solucao",55.63,247.11,159,"OXALATO DE ESCITALOPRAM|ESC|UNITRAM|LEXAPRO|EXODUS|OXALATO DE ESCITALOPRAM","66.81|55.63|144.37|197.64|197.69|128.5","83.51|69.54|180.46|247.05|247.11|160.63","78|65|168|230|230|150"
"3046","OXALATO DE ESCITALOPRAM","20MG|oral|comprimido",65.59,759.18,251,"RECONTER|RECONTER|ESC|ESC|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|LESDOT|LESDOT|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCENA|OXALATO DE ESCITALOPRAM|UNITRAM|OXALATO DE ESCITALOPRAM|LEXAPRO|EUDOK|EXODUS|EXODUS|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|MIND|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|ESCILEX|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|OXALATO DE ESCITALOPRAM|DECIPRAX|EFICENTUS|OXALATO DE ESCITALOPRAM|REMIS","119.57|239.17|100.16|190.38|215.22|197.8|65.59|124.18|69.88|67.08|244.2|248.68|244.17|235.98|215.2|375.63|102.68|356.77|607.34|250.58|244.2|124.51|118.76|121.46|244.17|350.43|244.2|250.56|244.15|257.63|90.65|68.73|100.16","149.46|298.96|125.2|237.98|269.03|247.25|81.99|155.23|87.35|83.85|305.25|310.85|305.21|294.98|269|469.54|128.35|445.96|759.18|313.23|305.25|155.64|148.45|151.83|305.21|438.04|305.25|313.2|305.19|322.04|113.31|85.91|125.2","139|279|117|222|251|231|76|145|81|78|285|290|285|275|251|438|120|416|708|292|285|145|138|142|285|409|285|292|285|300|106|80|117"
"3047","OXALIPLATINA","100MG|1000MG|injetavel|po",4046.44,5058.05,4718,"EVOXALI","4046.44","5058.05","4718"
"3048","OXALIPLATINA","100MG|injetavel|solucao",2355.28,31832.4,3230,"OXALIPLATINA|OXALIPLATINA|OXALIPLATINA|OXALIPLATINA","25465.92|2769.99|2355.28|2769.99","31832.4|3462.49|2944.1|3462.49","29691|3230|2746|3230"
"3049","OXALIPLATINA","100MG|oral|solucao",4261.53,5326.91,4969,"BIOEZULEN","4261.53","5326.91","4969"
"3050","OXALIPLATINA","50MG|500MG|injetavel|po",1914.45,2393.06,2232,"EVOXALI","1914.45","2393.06","2232"
"3051","OXALIPLATINA","50MG|injetavel|solucao",1177.59,15915.56,1615,"OXALIPLATINA|OXALIPLATINA|OXALIPLATINA|OXALIPLATINA","12732.45|1385.02|1177.59|1385.01","15915.56|1731.28|1471.99|1731.26","14845|1615|1373|1615"
"3052","OXALIPLATINA","50MG|oral|solucao",2130.78,2663.48,2484,"BIOEZULEN","2130.78","2663.48","2484"
"3053","OXALIPLATINA","5MG/ML|injetavel|solucao",1399.55,10765.76,3264,"OXALIBBS|OXALIBBS|OXALIPLATINA|OXALIPLATINA|TEVAOXALI|TEVAOXALI|TEVAOXALI|OXALIPLATINA|OXALIPLATINA|ELOXATIN|ELOXATIN","2153.02|4306.2|1399.55|2799.23|2153.15|4306.45|8612.61|1399.55|2799.17|2153.16|4306.51","2691.28|5382.75|1749.44|3499.04|2691.44|5383.06|10765.76|1749.44|3498.96|2691.45|5383.14","2510|5021|1632|3264|2510|5021|10042|1632|3264|2510|5021"
"3054","OXCARBAZEPINA","300MG|oral|comprimido",29.78,145.9,47,"TRILEPTAL|TRILEPTAL|OXCARB|OXCARBAZEPINA|OLEPTAL|OLEPTAL|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA","38.8|116.72|71.32|37.94|40.71|81.42|36.05|33.27|66|29.78|57.77","48.5|145.9|89.15|47.43|50.89|101.78|45.06|41.59|82.5|37.23|72.21","45|136|83|44|47|95|42|39|77|35|67"
"3055","OXCARBAZEPINA","600MG|oral|comprimido",58.66,279.93,91,"TRILEPTAL|TRILEPTAL|OXCARB|OXCARBAZEPINA|OLEPTAL|OLEPTAL|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA|OXCARBAZEPINA","74.62|223.94|143.63|72.77|78.32|156.65|69.17|64.64|129.06|58.66|112.62","93.28|279.93|179.54|90.96|97.9|195.81|86.46|80.8|161.33|73.33|140.78","87|261|167|85|91|183|81|75|150|68|131"
"3056","OXCARBAZEPINA","60MG/ML|oral|solucao",28.73,55.24,44,"TRILEPTAL|OXCARB|OXCARB|OXCARBAZEPINA","44.19|37.56|37.56|28.73","55.24|46.95|46.95|35.91","52|44|44|33"
"3057","OXETACAÍNA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO","60MG/ML|20MG/ML|2MG/ML|oral|solucao",9.45,28.92,18.5,"DROXAINE|DROXAINE","20.03|9.45","28.92|13.64","25|12"
"3058","ÓXIDO CÚPRICO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;SELÊNIO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO","ERRO|oral|comprimido",46.02,66.46,58,"VITERGAN ZINCO","46.02","66.46","58"
"3059","ÓXIDO CÚPRICO;NICOTINAMIDA;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;SULFATO DE ZINCO MONOIDRATADO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA","ERRO|oral|comprimido",31.79,45.9,40,"STRESSTABS 600 ZINCO","31.79","45.9","40"
"3060","ÓXIDO CÚPRICO;SELENATO DE SÓDIO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO","ERRO|oral|comprimido",67.16,96.99,85,"ACCUVIT","67.16","96.99","85"
"3061","ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO","1G|10MG|oral|comprimido",18.5,26.72,23,"VITER C + ZN","18.5","26.72","23"
"3062","ÓXIDO DE ZINCO;RETINOL;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|45G|oral|pomada-creme-gel",290.1,418.94,368,"PRATIGLÓS","290.1","418.94","368"
"3063","PACLITAXEL","100MG|injetavel|solucao",854.85,1068.56,997,"ABRAXANE","854.85","1068.56","997"
"3064","PACLITAXEL","6MG/ML|injetavel|solucao",515.9,42996.7,2791,"ONTAX|ONTAX|ONTAX|PACLITAXEL|PACLITAXEL|PACLITAXEL|TARVEXOL|TARVEXOL|TAXOL|TAXOL|TAXOL|TAXILAN|TAXILAN|AKSSUS|PACLITAXEL|PACLITAXEL|EVOTAXEL|EVOTAXEL|EVOTAXEL|EVOTAXEL|PAREXEL|PAREXEL|PACLITAXEL|PACLITAXEL|PACLITAXEL","753.41|2371.52|3469.86|10318.88|34397.36|534.06|716.63|2393.59|821.63|2738.92|8217|2038.84|5803.13|2000.65|1780.29|4887.2|685.27|2223.45|3572.08|6884.71|2560.8|5121.23|515.9|1719.85|5159.63","941.76|2964.4|4337.33|12898.6|42996.7|667.58|895.79|2991.99|1027.04|3423.65|10271.25|2548.55|7253.91|2500.81|2225.36|6109|856.59|2779.31|4465.1|8605.89|3201|6401.54|644.88|2149.81|6449.54","878|2765|4046|12031|40105|623|836|2791|958|3193|9580|2377|6766|2333|2076|5698|799|2592|4165|8027|2986|5971|602|2005|6016"
"3065","PALBOCICLIBE","100MG|oral|comprimido",7757.26,11202.4,9833,"IBRANCE","7757.26","11202.4","9833"
"3066","PALBOCICLIBE","125MG|oral|comprimido",10796.17,15590.94,13685,"IBRANCE","10796.17","15590.94","13685"
"3067","PALBOCICLIBE","75MG|oral|comprimido",5398.08,7795.46,6843,"IBRANCE","5398.08","7795.46","6843"
"3068","PALIPERIDONA","3MG|oral|comprimido",282.66,353.33,330,"INVEGA","282.66","353.33","330"
"3069","PALIPERIDONA","6MG|oral|comprimido",565.41,706.76,659,"INVEGA","565.41","706.76","659"
"3070","PALIPERIDONA","9MG|oral|comprimido",877.25,1096.56,1023,"INVEGA","877.25","1096.56","1023"
"3071","PALIVIZUMABE","100MG/ML|injetavel|solucao",2552.65,5105.3,3829,"SYNAGIS|SYNAGIS","2552.65|5105.3","2552.65|5105.3","2553|5105"
"3072","PALMITATO DE PALIPERIDONA","100MG/ML|injetavel|solucao",817.74,1887.86,1502.5,"INVEGA|INVEGA|INVEGA|INVEGA","817.74|1063.76|1307.28|1307.28","1180.91|1536.19|1887.86|1887.86","1037|1348|1657|1657"
"3073","PALMITATO DE PALIPERIDONA","200MG/ML|injetavel|solucao",2289.26,9917.89,5082.5,"INVEGA|INVEGA|INVEGA|INVEGA","2289.26|3440.43|4578.52|6867.78","3305.96|4968.38|6611.92|9917.89","2902|4361|5804|8706"
"3074","PALMITATO DE RETINOL","100000UI|oral|comprimido",558.29,806.24,708,"FAR-MANGUINHOS VITAMINA A","558.29","806.24","708"
"3075","PALMITATO DE RETINOL","200000UI|oral|comprimido",1116.57,1612.46,1415,"FAR-MANGUINHOS VITAMINA A","1116.57","1612.46","1415"
"3076","PALMITATO DE RETINOL;COLECALCIFEROL","3000UI/ML|800UI/ML|oral|solucao",377.72,545.48,479,"VITADESAN","377.72","545.48","479"
"3077","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","150MG/G|5000UI/G|900UI/G|45G|topico|pomada-creme-gel",11.95,17.25,15,"BEBEX ADE","11.95","17.25","15"
"3078","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","25G|topico|pomada-creme-gel",177.66,619.55,384.5,"AD FURP|AD FURP","429.02|177.66","619.55|256.56","544|225"
"3079","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|135G|topico|pomada-creme-gel",22.51,32.51,29,"HIPOGLÓS","22.51","32.51","29"
"3080","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|45G|oral|pomada-creme-gel",8.01,11.57,10,"BABYMED","8.01","11.57","10"
"3081","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|45G|topico|pomada-creme-gel",9.52,13.74,12,"HIPOGLÓS","9.52","13.74","12"
"3082","PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL","5000UI/G|900UI/G|150MG/G|90G|topico|pomada-creme-gel",18.23,26.33,23,"HIPOGLÓS","18.23","26.33","23"
"3083","PALONOSETRONA","0.56MG|300MG|oral|comprimido",225.21,325.24,285,"AKYNZEO","225.21","325.24","285"
"3084","PAMIDRONATO DISSÓDICO","60MG|injetavel|solucao",3697.49,3697.49,3697,"PAMIDROM","3697.49","3697.49","3697"
"3085","PAMIDRONATO DISSÓDICO","90MG|injetavel|solucao",806.62,5658.34,3232.5,"PAMIDRONATO DISSÓDICO|PAMIDROM","806.62|5658.34","806.62|5658.34","807|5658"
"3086","PAMOATO DE PASIREOTIDA","40MG|injetavel|solucao",6888.35,9947.59,8732,"SIGNIFOR LP","6888.35","9947.59","8732"
"3087","PAMOATO DE PASIREOTIDA","60MG|injetavel|solucao",10071.79,14544.86,12767,"SIGNIFOR LP","10071.79","14544.86","12767"
"3088","PANAX GINSENG C.;FUMARATO FERROSO;NICOTINAMIDA;OXIDO DE ZINCO;GLICONATO DE MAG;ACETATO DE RACEA;PALMITATO DE RET;LECITINA DE SOJA;SULFATO DE MANGA;SULFATO CÚPRICO ;CLORIDRATO DE PI;PANTOTENATO DE C;COLECALCIFEROL;RUTOSÍDEO;GLICONATO DE POT;FOSFATO DE CÁLCI;NITRATO DE TIAMI;RIBOFLAVINA;CIANOCOBALAMINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO;ÁCIDO FÓLICO","ERRO|oral|comprimido",48.25,69.68,61,"VITERGAN MASTER","48.25","69.68","61"
"3089","PANCREATINA","150MG|oral|comprimido",42.72,42.72,43,"CREON","42.72","42.72","43"
"3090","PANCREATINA","300MG|oral|comprimido",85.59,85.59,86,"CREON","85.59","85.59","86"
"3091","PANITUMUMABE","20MG/ML|oral|solucao",1373.7,1717.13,1602,"VECTIBIX","1373.7","1717.13","1602"
"3092","PANTOPRAZOL","20MG|oral|comprimido",18.61,204.74,87,"PANTOPRAZOL|ADIPEPT|ADIPEPT|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PROTTON","79.41|18.61|74.45|42.18|79.41|163.79|53.65","99.26|23.26|93.06|52.73|99.26|204.74|67.06","93|22|87|49|93|191|63"
"3093","PANTOPRAZOL","40MG|injetavel|solucao",83.24,104.05,97,"PANTASUN","83.24","104.05","97"
"3094","PANTOPRAZOL","40MG|oral|comprimido",65.44,245.44,153,"PANTOPRAZOL|ADIPEPT|ADIPEPT|ADIPEPT|PANTOPRAZOL SÓDICO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","139.96|65.44|130.91|196.35|74.99|75.01|139.96","174.95|81.8|163.64|245.44|93.74|93.76|174.95","163|76|153|229|87|87|163"
"3095","PANTOPRAZOL MAGNÉSICO DI-HIDRATADO","40MG|oral|comprimido",97.69,720.47,316,"INILOK|INILOK|RESTITUE|RESTITUE|TECTA|TECTA","249.42|498.83|97.69|195.37|249.46|498.9","360.19|720.37|141.07|282.14|360.24|720.47","316|632|124|248|316|632"
"3096","PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|oral|comprimido",58.21,720.47,316,"DIVENA|DIVENA|DIVENA","58.21|249.45|498.9","84.06|360.23|720.47","74|316|632"
"3097","PANTOPRAZOL SÓDICO","40MG|injetavel|solucao",1289.6,1612,1504,"PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","1289.6","1612","1504"
"3098","PANTOPRAZOL SÓDICO","40MG|oral|comprimido",130.68,163.35,152,"PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","130.68","163.35","152"
"3099","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","20MG|oral|comprimido",13.31,992.71,84,"PANTOCAL|PANTOPAZ|PANTOPRAZOL|PANTOPRAZOL|ZIPROL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOZOL|PANTOZOL|PANTOZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PRAZY|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL","55.95|13.31|17.07|17.81|44.47|16.78|28.05|53.68|88.41|72.14|39.33|74.69|118.01|26.09|43.55|71.81|122.19|201.14|268.01|79.41|174.19|794.17|42.19|79.41|130.74|174.21|122.86|75.8|42.17|79.4|122.79|62.49|14.59|17.03|35.28","69.94|16.64|21.34|22.26|55.59|20.98|35.06|67.1|110.51|90.18|49.16|93.36|147.51|32.61|54.44|89.76|152.74|251.43|335.01|99.26|217.74|992.71|52.74|99.26|163.43|217.76|153.58|94.75|52.71|99.25|153.49|78.11|18.24|21.29|44.1","65|16|20|21|52|20|33|63|103|84|46|87|138|30|51|84|142|235|312|93|203|926|49|93|152|203|143|88|49|93|143|73|17|20|41"
"3100","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|injetavel|po",105.18,131.48,123,"PANTOCAL","105.18","131.48","123"
"3101","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|injetavel|solucao",3280.44,4100.55,3825,"PANTOPRAZOL","3280.44","4100.55","3825"
"3102","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","40MG|oral|comprimido",11.9,1749.41,115,"PANTOCAL|PANTOPRAZOL|PANTOPRAZOL|PANTOPAZ|PANTOPRAZOL|PANTOPRAZOL|ZIPROL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUIHIDRATADO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOZOL|PANTOZOL|PANTOZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PANTOPRAZOL SÓDICO SESQUI-HIDRATADO|PRAZY|PANTOPRAZOL|PANTOPRAZOL|PANTOPRAZOL|GÁZIA|GÁZIA","98.65|87.14|116.12|19.67|26.57|27.71|76.69|27.76|50.68|95.74|147.79|32.24|69.17|131.64|207.53|43.55|87.14|215.32|349.09|465.18|45.5|102.79|139.94|302.35|1399.53|75.01|139.96|302.36|226.91|217.46|289.94|133.59|182.04|69.26|74.98|139.96|217.44|111.38|25.1|26.55|60.16|11.9|36.62","123.31|108.93|145.15|24.59|33.21|34.64|95.86|34.7|63.35|119.68|184.74|40.3|86.46|164.55|259.41|54.44|108.93|269.15|436.36|581.48|56.88|128.49|174.93|377.94|1749.41|93.76|174.95|377.95|283.64|271.83|362.43|166.99|227.55|86.58|93.73|174.95|271.8|139.23|31.38|33.19|75.2|14.88|45.78","115|102|135|23|31|32|89|32|59|112|172|38|81|153|242|51|102|251|407|542|53|120|163|353|1632|87|163|353|265|254|338|156|212|81|87|163|254|130|29|31|70|14|43"
"3103","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO","4MG/ML|injetavel|solucao",100.46,125.58,117,"PANTOZOL","100.46","125.58","117"
"3104","PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;NIMESULIDA","100MG|20MG|oral|comprimido",20.07,56.24,37,"NIVUX|NIVUX","20.07|38.95","28.99|56.24","25|49"
"3105","PAPAVER SOMNIFERUM L.","ERRO|oral|solucao",11.75,16.97,15,"ELIXIR PAREGÓRICO CATARINENSE","11.75","16.97","15"
"3106","PARACETAMOL","100MG/G|5G|oral|po",46.47,67.11,59,"EMSGRIP|PARACETAMOL","46.47|46.47","67.11|67.11","59|59"
"3107","PARACETAMOL","100MG/G|5G|oral|solucao",40.02,97.74,67,"FERVEX|RESFENOL THERMUS|CIMEGRIPE 77C","53.01|67.68|40.02","76.55|97.74|57.79","67|86|51"
"3108","PARACETAMOL","100MG/ML|oral|solucao",10.91,30.08,16,"TYFLEN|PARACETAMOL|PARACETAMOL|TYLENOL|TYLEMAX|PARACETAMOL","13.69|11.5|10.91|20.83|18.38|11.58","19.77|16.61|15.76|30.08|26.55|16.72","17|15|14|26|23|15"
"3109","PARACETAMOL","10MG/ML|oral|solucao",1.11,3.18,2,"HALEXMINOPHEN|HALEXMINOPHEN","2.21|1.11","3.18|1.6","3|1"
"3110","PARACETAMOL","160MG/5ML|oral|solucao",10.34,14.93,13,"TYFLEN","10.34","14.93","13"
"3111","PARACETAMOL","200MG/ML|oral|solucao",3.54,597.34,8,"TYFLEN|PARACETAMOL|TYLIDOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARAMOL|PARAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|RESFENOL THERMUS|DORFEN|TYLAFLEX|PARACETAMOL|FURP - PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|TYLENOL|CYFENOL|PARACETAMOL|PARACETAMOL|TYLEMAX|TYLEMAX|TYLEMAX|PARACETAMOL|CIMEGRIPE DOR E FEBRE|ABIDOR|TYLALGIN|PARACETAMOL|PARACETAMOL|PARALGEN|PARACETAMOL|PARACETAMOL","4.95|6.18|3.55|4.15|5.82|5.74|4.48|4.48|4.42|6.12|6.12|5.34|6.4|11.72|117.5|5.53|87.79|4.72|222.1|148.06|14.2|8.46|6.27|7.25|7.67|379.58|413.63|5.82|5.82|5.34|3.54|5.95|6.94|9.66|5.63|9.53","7.14|8.92|5.13|6|8.41|8.29|6.47|6.47|6.38|8.85|8.85|7.71|9.24|16.93|169.68|7.98|126.77|6.82|320.74|213.82|20.5|12.22|9.05|10.47|11.08|548.16|597.34|8.41|8.41|7.71|5.12|8.59|10.02|13.95|8.14|13.76","6|8|5|5|7|7|6|6|6|8|8|7|8|15|149|7|111|6|282|188|18|11|8|9|10|481|524|7|7|7|4|8|9|12|7|12"
"3112","PARACETAMOL","32MG/ML|oral|solucao",7.78,21.74,18,"PARACETAMOL|TYLENOL|TYLEMAX","7.78|15.05|14.25","11.23|21.74|20.58","10|19|18"
"3113","PARACETAMOL","500MG|30MG|oral|comprimido",13.18,152.32,29,"PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA|PARACETAMOL + FOSFATO DE CODEÍNA","23.21|13.18|105.47","33.52|19.03|152.32","29|17|134"
"3114","PARACETAMOL","500MG|5G|oral|po",8.29,132.6,116,"VICK PYRENA|VICK PYRENA|VICK PYRENA|VICK PYRENA","8.29|91.82|91.82|91.82","11.98|132.6|132.6|132.6","11|116|116|116"
"3115","PARACETAMOL","500MG|65MG|oral|comprimido",10.84,15.65,14,"ELCODRIX DC","10.84","15.65","14"
"3116","PARACETAMOL","500MG|oral|comprimido",6.11,268,82,"TYFLEN|TYFLEN|SONRIDOR|PARACETAMOL|TYLAFLEX|TYLENOL|TYLENOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL","6.11|42.64|28.33|76.96|185.58|12.15|88.94|130.75|92.37|8.62|51.78|138.37","8.82|61.58|40.91|111.13|268|17.55|128.44|188.82|133.39|12.44|74.77|199.83","8|54|36|98|235|15|113|166|117|11|66|175"
"3117","PARACETAMOL","750MG|oral|comprimido",5.11,297.13,24,"TYFLEN|TYFLEN|PARACETAMOL|PARACETAMOL|TYLIDOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARAMOL|PARAMOL|PARAMOL|PARAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|CEFALIUM ONE|PARACETAMOL|PARACETAMOL|DORFEN|TYLAFLEX|PARACETAMOL|PARACETAMOL|TYLENOL|TYLENOL|TYLENOL|TYLENOL|CYFENOL|CYFENOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARACETAMOL|CIMEGRIPE DOR E FEBRE|TYLALGIN|TYLALGIN|PARACETAMOL|PARACETAMOL|PARACETAMOL|PARALGEN|PARACETAMOL","55.55|5.39|12.54|115.13|53.54|5.11|10.46|135.96|7.54|75.32|7.69|127.11|48.12|11.28|48.12|10.92|105.19|10.66|9.27|93.03|176.01|101.25|6.14|61.89|205.75|19.05|102.87|10.01|16.24|140.71|8.79|10.46|113.31|8.71|66.6|109.71|7.35|12.46|11.66|97.29|31.07|6.76|66.02|6.61|97.5|9.74|78.64|16.78|16.53","80.23|7.79|18.1|166.27|77.31|7.38|15.11|196.35|10.88|108.77|11.1|183.56|69.5|16.29|69.5|15.77|151.9|15.4|13.38|134.34|254.18|146.22|8.87|89.38|297.13|27.52|148.56|14.45|23.45|203.21|12.7|15.11|163.64|12.58|96.18|158.44|10.61|18|16.84|140.5|44.87|9.76|95.34|9.54|140.8|14.07|113.57|24.23|23.87","70|7|16|146|68|6|13|172|10|95|10|161|61|14|61|14|133|14|12|118|223|128|8|78|261|24|130|13|21|178|11|13|144|11|84|139|9|16|15|123|39|9|84|8|124|12|100|21|21"
"3118","PARACETAMOL;CAFEÍNA","500MG|65MG|oral|comprimido",11.58,126.68,19,"PARACETAMOL + CAFEÍNA|TYLENOL DC|TYLENOL DC","11.58|15.14|87.72","16.72|21.87|126.68","15|19|111"
"3119","PARACETAMOL;CAFEÍNA ANIDRA","500MG|65MG|oral|comprimido",11.88,93.51,30,"SONRIDOR CAF|SONRIDOR CAF|PARACETAMOL + CAFEÍNA|PARACETAMOL+CAFEÍNA","32.79|64.75|11.88|14.19","47.35|93.51|17.16|20.49","42|82|15|18"
"3120","PARACETAMOL;CAFEÍNA ANIDRA","65MG|oral|comprimido",12.06,114.37,57.5,"TYLALGIN CAF|TYLALGIN CAF","79.2|12.06","114.37|17.42","100|15"
"3121","PARACETAMOL;CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO","250MG|250MG|65MG|oral|comprimido",17.83,158.92,31,"DORIL ENXAQUECA|DORIL ENXAQUECA|MIGRAINEX","17.83|110.04|24.18","25.75|158.92|34.92","23|139|31"
"3122","PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA","35MG|450MG|50MG|oral|comprimido",8.38,12.11,11,"BENOFLEX P","8.38","12.11","11"
"3123","PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA","450MG|50MG|35MG|oral|comprimido",4.16,50.07,24.5,"DORILAX DT|DORILAX DT","4.16|34.67","6.01|50.07","5|44"
"3124","PARACETAMOL;CAFEÍNA;DICLOFENACO DE SÓDIO;CARISOPRODOL","125MG|50MG|300MG|30MG|oral|comprimido",23.35,33.72,30,"TANDERALGIN","23.35","33.72","30"
"3125","PARACETAMOL;CLORIDRATO DE FENILEFRINA","400MG|400MG|20MG|oral|comprimido",6.98,10.08,9,"CIMEGRIPE DIA","6.98","10.08","9"
"3126","PARACETAMOL;CLORIDRATO DE FENILEFRINA","400MG|oral|comprimido",24.03,210.26,107.5,"NALDECON DIA|NALDECON DIA","24.03|145.6","34.7|210.26","30|185"
